Project,Category,type,wordcount,Path,File,topic,tutorial,pageNumber,language
Foundations,Docs-Topics,Reviewing Defined Orders,372,Projects/Foundations/Schemas/Docs-Topics/O/Order/Order-Management/order-management-002-reviewing-defined-orders.json,order-management-002-reviewing-defined-orders.json,Order Management,none,2,RU 
Foundations,Docs-Topics,Canceling Orders,274,Projects/Foundations/Schemas/Docs-Topics/O/Order/Order-Management/order-management-007-canceling-orders.json,order-management-007-canceling-orders.json,Order Management,none,7,RU 
Foundations,Docs-Topics,Maintaining Simulated Orders,207,Projects/Foundations/Schemas/Docs-Topics/O/Order/Order-Management/order-management-008-maintaining-simulated-orders.json,order-management-008-maintaining-simulated-orders.json,Order Management,none,8,RU 
Foundations,Docs-Topics,Simulating Order Cancellations,78,Projects/Foundations/Schemas/Docs-Topics/O/Order/Order-Management/order-management-011-simulating-order-cancellations.json,order-management-011-simulating-order-cancellations.json,Order Management,none,11,RU 
Foundations,Docs-Topics,Maintaining Live Orders,217,Projects/Foundations/Schemas/Docs-Topics/O/Order/Order-Management/order-management-004-maintaining-live-orders.json,order-management-004-maintaining-live-orders.json,Order Management,none,4,RU 
Foundations,Docs-Topics,Syncing With the Exchange,1603,Projects/Foundations/Schemas/Docs-Topics/O/Order/Order-Management/order-management-006-syncing-with-the-exchange.json,order-management-006-syncing-with-the-exchange.json,Order Management,none,6,RU 
Foundations,Docs-Topics,Simulating Sync With the Exchange,1988,Projects/Foundations/Schemas/Docs-Topics/O/Order/Order-Management/order-management-010-simulating-sync-with-the-exchange.json,order-management-010-simulating-sync-with-the-exchange.json,Order Management,none,10,RU 
Foundations,Docs-Topics,Accounting,434,Projects/Foundations/Schemas/Docs-Topics/O/Order/Order-Management/order-management-012-accounting.json,order-management-012-accounting.json,Order Management,none,12,RU 
Foundations,Docs-Topics,Omega One - Overview,146,Projects/Foundations/Schemas/Docs-Topics/O/Omega/Omega-One-Data-Mine/omega-one-data-mine-001-omega-one-overview.json,omega-one-data-mine-001-omega-one-overview.json,Omega One Data Mine,none,1,
Foundations,Docs-Topics,Arnaud Legoux Moving Average (ALMA),259,Projects/Foundations/Schemas/Docs-Topics/O/Omega/Omega-One-Data-Mine/omega-one-data-mine-005-ALMA.json,omega-one-data-mine-005-ALMA.json,Omega One Data Mine,none,5,
Foundations,Docs-Topics,Triple Arnaud Legoux Moving Average (ALMA),212,Projects/Foundations/Schemas/Docs-Topics/O/Omega/Omega-One-Data-Mine/omega-one-data-mine-006-Triple-ALMA.json,omega-one-data-mine-006-Triple-ALMA.json,Omega One Data Mine,none,6,
Foundations,Docs-Topics,Conservative Moving Average,232,Projects/Foundations/Schemas/Docs-Topics/O/Omega/Omega-One-Data-Mine/omega-one-data-mine-008-Conservative-MA.json,omega-one-data-mine-008-Conservative-MA.json,Omega One Data Mine,none,8,
Foundations,Docs-Topics,Chaikin Oscillator,362,Projects/Foundations/Schemas/Docs-Topics/O/Omega/Omega-One-Data-Mine/omega-one-data-mine-002-chaikin-oscillator.json,omega-one-data-mine-002-chaikin-oscillator.json,Omega One Data Mine,none,2,
Foundations,Docs-Topics,ARPS Slow & ARPS Fast,620,Projects/Foundations/Schemas/Docs-Topics/O/Omega/Omega-One-Data-Mine/omega-one-data-mine-003-arps-slow-arps-fast.json,omega-one-data-mine-003-arps-slow-arps-fast.json,Omega One Data Mine,none,3,
Foundations,Docs-Topics,EMA Crossing,191,Projects/Foundations/Schemas/Docs-Topics/O/Omega/Omega-One-Data-Mine/omega-one-data-mine-007-EMA-Crossing.json,omega-one-data-mine-007-EMA-Crossing.json,Omega One Data Mine,none,7,
Foundations,Docs-Topics,Average VS Average,597,Projects/Foundations/Schemas/Docs-Topics/O/Omega/Omega-One-Data-Mine/omega-one-data-mine-004-average-vs-average.json,omega-one-data-mine-004-average-vs-average.json,Omega One Data Mine,none,4,
Foundations,Docs-Topics,Detach and Attach Nodes,194,Projects/Foundations/Schemas/Docs-Topics/H/How/How-To/how-to-001-detach-and-attach-nodes.json,how-to-001-detach-and-attach-nodes.json,How To,none,1,RU DE 
Foundations,Docs-Topics,Run Two Independent Installations of Superalgos in Parallel,574,Projects/Foundations/Schemas/Docs-Topics/H/How/How-To/how-to-003-run-two-independent-installations-of-superalgos-in-parallel.json,how-to-003-run-two-independent-installations-of-superalgos-in-parallel.json,How To,none,3,RU 
Foundations,Docs-Topics,Establish and Remove References,185,Projects/Foundations/Schemas/Docs-Topics/H/How/How-To/how-to-002-establish-and-remove-references.json,how-to-002-establish-and-remove-references.json,How To,none,2,ES RU TR 
Foundations,Docs-Topics,Exchange Raw Data - Start Debugging,557,Projects/Foundations/Schemas/Docs-Topics/H/How/How-To-Debug-Exchange-Raw-Data-Sensor-Bot/how-to-debug-exchange-raw-data-sensor-bot-005-exchange-raw-data-start-debugging.json,how-to-debug-exchange-raw-data-sensor-bot-005-exchange-raw-data-start-debugging.json,How To Debug Exchange Raw Data Sensor Bot,none,5,RU 
Foundations,Docs-Topics,Exchange Raw Data - Find Out Why Is Not Working,64,Projects/Foundations/Schemas/Docs-Topics/H/How/How-To-Debug-Exchange-Raw-Data-Sensor-Bot/how-to-debug-exchange-raw-data-sensor-bot-006-exchange-raw-data-find-out-why-is-not-working.json,how-to-debug-exchange-raw-data-sensor-bot-006-exchange-raw-data-find-out-why-is-not-working.json,How To Debug Exchange Raw Data Sensor Bot,none,6,RU 
Foundations,Docs-Topics,Exchange Raw Data - Locate The Sensor Bot Code,171,Projects/Foundations/Schemas/Docs-Topics/H/How/How-To-Debug-Exchange-Raw-Data-Sensor-Bot/how-to-debug-exchange-raw-data-sensor-bot-004-exchange-raw-data-locate-the-sensor-bot-code.json,how-to-debug-exchange-raw-data-sensor-bot-004-exchange-raw-data-locate-the-sensor-bot-code.json,How To Debug Exchange Raw Data Sensor Bot,none,4,RU 
Foundations,Docs-Topics,How to Test New Exchanges,505,Projects/Foundations/Schemas/Docs-Topics/H/How/How-To-Debug-Exchange-Raw-Data-Sensor-Bot/how-to-debug-exchange-raw-data-sensor-bot-001-how-to-test-new-exchanges.json,how-to-debug-exchange-raw-data-sensor-bot-001-how-to-test-new-exchanges.json,How To Debug Exchange Raw Data Sensor Bot,none,1,TR RU 
Foundations,Docs-Topics,Exchange Raw Data - Get VS Code,36,Projects/Foundations/Schemas/Docs-Topics/H/How/How-To-Debug-Exchange-Raw-Data-Sensor-Bot/how-to-debug-exchange-raw-data-sensor-bot-003-exchange-raw-data-get-vs-code.json,how-to-debug-exchange-raw-data-sensor-bot-003-exchange-raw-data-get-vs-code.json,How To Debug Exchange Raw Data Sensor Bot,none,3,RU 
Foundations,Docs-Topics,Exchange Raw Data - Research Your Exchange,253,Projects/Foundations/Schemas/Docs-Topics/H/How/How-To-Debug-Exchange-Raw-Data-Sensor-Bot/how-to-debug-exchange-raw-data-sensor-bot-002-exchange-raw-data-research-your-exchange.json,how-to-debug-exchange-raw-data-sensor-bot-002-exchange-raw-data-research-your-exchange.json,How To Debug Exchange Raw Data Sensor Bot,none,2,RU 
Foundations,Docs-Topics,Exchange Raw Data - Fix The Problem,147,Projects/Foundations/Schemas/Docs-Topics/H/How/How-To-Debug-Exchange-Raw-Data-Sensor-Bot/how-to-debug-exchange-raw-data-sensor-bot-007-exchange-raw-data-fix-the-problem.json,how-to-debug-exchange-raw-data-sensor-bot-007-exchange-raw-data-fix-the-problem.json,How To Debug Exchange Raw Data Sensor Bot,none,7,RU 
Foundations,Docs-Topics,Automating Actions - What is an Action?,233,Projects/Foundations/Schemas/Docs-Topics/H/How/How-to-Automate-Actions-at-The-Design-Space/how-to-automate-actions-at-the-design-space-001-automating-actions-what-is-an-action.json,how-to-automate-actions-at-the-design-space-001-automating-actions-what-is-an-action.json,How to Automate Actions at The Design Space,none,1,RU 
Foundations,Docs-Topics,Automating Actions - Adding a Menu Item,531,Projects/Foundations/Schemas/Docs-Topics/H/How/How-to-Automate-Actions-at-The-Design-Space/how-to-automate-actions-at-the-design-space-002-automating-actions-adding-a-menu-item.json,how-to-automate-actions-at-the-design-space-002-automating-actions-adding-a-menu-item.json,How to Automate Actions at The Design Space,none,2,RU 
Foundations,Docs-Topics,Automating Actions - Using Utilities,315,Projects/Foundations/Schemas/Docs-Topics/H/How/How-to-Automate-Actions-at-The-Design-Space/how-to-automate-actions-at-the-design-space-005-automating-actions-using-utilities.json,how-to-automate-actions-at-the-design-space-005-automating-actions-using-utilities.json,How to Automate Actions at The Design Space,none,5,RU 
Foundations,Docs-Topics,Automating Actions - Testing your Action,115,Projects/Foundations/Schemas/Docs-Topics/H/How/How-to-Automate-Actions-at-The-Design-Space/how-to-automate-actions-at-the-design-space-009-automating-actions-testing-your-action.json,how-to-automate-actions-at-the-design-space-009-automating-actions-testing-your-action.json,How to Automate Actions at The Design Space,none,9,DE RU 
Foundations,Docs-Topics,Automating Actions - Locating the Right Function Library,231,Projects/Foundations/Schemas/Docs-Topics/H/How/How-to-Automate-Actions-at-The-Design-Space/how-to-automate-actions-at-the-design-space-003-automating-actions-locating-the-right-function-library.json,how-to-automate-actions-at-the-design-space-003-automating-actions-locating-the-right-function-library.json,How to Automate Actions at The Design Space,none,3,RU 
Foundations,Docs-Topics,Automating Actions - Adding your Function,232,Projects/Foundations/Schemas/Docs-Topics/H/How/How-to-Automate-Actions-at-The-Design-Space/how-to-automate-actions-at-the-design-space-004-automating-actions-adding-your-function.json,how-to-automate-actions-at-the-design-space-004-automating-actions-adding-your-function.json,How to Automate Actions at The Design Space,none,4,DE RU 
Foundations,Docs-Topics,Automating Actions - Adding an Action Switch Case,344,Projects/Foundations/Schemas/Docs-Topics/H/How/How-to-Automate-Actions-at-The-Design-Space/how-to-automate-actions-at-the-design-space-008-automating-actions-adding-an-action-switch-case.json,how-to-automate-actions-at-the-design-space-008-automating-actions-adding-an-action-switch-case.json,How to Automate Actions at The Design Space,none,8,RU 
Foundations,Docs-Topics,Automating Actions - Using the Workspace,97,Projects/Foundations/Schemas/Docs-Topics/H/How/How-to-Automate-Actions-at-The-Design-Space/how-to-automate-actions-at-the-design-space-007-automating-actions-using-the-workspace.json,how-to-automate-actions-at-the-design-space-007-automating-actions-using-the-workspace.json,How to Automate Actions at The Design Space,none,7,RU 
Foundations,Docs-Topics,Automating Actions - Using Function Libraries,400,Projects/Foundations/Schemas/Docs-Topics/H/How/How-to-Automate-Actions-at-The-Design-Space/how-to-automate-actions-at-the-design-space-006-automating-actions-using-function-libraries.json,how-to-automate-actions-at-the-design-space-006-automating-actions-using-function-libraries.json,How to Automate Actions at The Design Space,none,6,RU 
Foundations,Docs-Topics,Heikin Ashi Supertrend - Heikin Indicator,194,Projects/Foundations/Schemas/Docs-Topics/H/Heikin-Data-Mine/Heikin-data-mine-003-HeikinAshiSuperTrend-Heikin-indicator.json,Heikin-data-mine-003-HeikinAshiSuperTrend-Heikin-indicator.json,Heikin Data Mine,none,3,
Foundations,Docs-Topics,Heikin Ashi Candles - Heikin Indicator,133,Projects/Foundations/Schemas/Docs-Topics/H/Heikin-Data-Mine/Heikin-data-mine-002-HeikinAshi-indicator.json,Heikin-data-mine-002-HeikinAshi-indicator.json,Heikin Data Mine,none,2,
Foundations,Docs-Topics,Heikin By @Raplh2502,41,Projects/Foundations/Schemas/Docs-Topics/H/Heikin-Data-Mine/Heikin-data-mine-001-Heikin-by-@Raplh2502.json,Heikin-data-mine-001-Heikin-by-@Raplh2502.json,Heikin Data Mine,none,1,
Foundations,Docs-Topics,Trailing Stop Loss - Risk of Total Quoted Balance,162,Projects/Foundations/Schemas/Docs-Topics/U/User/User-Examples-for-Stop-Loss/user-examples-for-stop-loss-002-trailing-stop-loss-risk-of-total-quoted-balance.json,user-examples-for-stop-loss-002-trailing-stop-loss-risk-of-total-quoted-balance.json,User Examples for Stop Loss,none,2,RU 
Foundations,Docs-Topics,Trailing Stop Loss - Percentage of Rate,138,Projects/Foundations/Schemas/Docs-Topics/U/User/User-Examples-for-Stop-Loss/user-examples-for-stop-loss-001-trailing-stop-loss-percentage-of-rate.json,user-examples-for-stop-loss-001-trailing-stop-loss-percentage-of-rate.json,User Examples for Stop Loss,none,1,RU 
Foundations,Docs-Topics,"Trailing Stop Loss - Initial Stop Loss, Risk and Targets Combo",361,Projects/Foundations/Schemas/Docs-Topics/U/User/User-Examples-for-Stop-Loss/user-examples-for-stop-loss-003-trailing-stop-loss-initial-stop-loss-risk-and-targets-combo.json,user-examples-for-stop-loss-003-trailing-stop-loss-initial-stop-loss-risk-and-targets-combo.json,User Examples for Stop Loss,none,3,RU 
Foundations,Docs-Topics,UI Websockets Error - Bad Configuration,365,Projects/Foundations/Schemas/Docs-Topics/U/UI/UI-Websockets-Errors/ui-websockets-errors-001-ui-websockets-error-bad-configuration.json,ui-websockets-errors-001-ui-websockets-error-bad-configuration.json,UI Websockets Errors,none,1,RU 
Foundations,Docs-Topics,Node Referencing Rules,42,Projects/Foundations/Schemas/Docs-Topics/N/Nodes/Nodes/nodes-009-node-referencing-rules.json,nodes-009-node-referencing-rules.json,Nodes,none,9,RU 
Foundations,Docs-Topics,Parent Node,54,Projects/Foundations/Schemas/Docs-Topics/N/Nodes/Nodes/nodes-011-parent-node.json,nodes-011-parent-node.json,Nodes,none,11,RU 
Foundations,Docs-Topics,Node Icon,40,Projects/Foundations/Schemas/Docs-Topics/N/Nodes/Nodes/nodes-010-node-icon.json,nodes-010-node-icon.json,Nodes,none,10,RU 
Foundations,Docs-Topics,Node Attaching Rules,76,Projects/Foundations/Schemas/Docs-Topics/N/Nodes/Nodes/nodes-008-node-attaching-rules.json,nodes-008-node-attaching-rules.json,Nodes,none,8,RU 
Foundations,Docs-Topics,Node Type,80,Projects/Foundations/Schemas/Docs-Topics/N/Nodes/Nodes/nodes-002-node-type.json,nodes-002-node-type.json,Nodes,none,2,RU 
Foundations,Docs-Topics,Node,49,Projects/Foundations/Schemas/Docs-Topics/N/Nodes/Nodes/nodes-001-node.json,nodes-001-node.json,Nodes,none,1,RU 
Foundations,Docs-Topics,Node Name,64,Projects/Foundations/Schemas/Docs-Topics/N/Nodes/Nodes/nodes-003-node-name.json,nodes-003-node-name.json,Nodes,none,3,RU 
Foundations,Docs-Topics,Reference Parent,39,Projects/Foundations/Schemas/Docs-Topics/N/Nodes/Nodes/nodes-012-reference-parent.json,nodes-012-reference-parent.json,Nodes,none,12,RU 
Foundations,Docs-Topics,Node Children,105,Projects/Foundations/Schemas/Docs-Topics/N/Nodes/Nodes/nodes-007-node-children.json,nodes-007-node-children.json,Nodes,none,7,RU 
Foundations,Docs-Topics,Node Menu,82,Projects/Foundations/Schemas/Docs-Topics/N/Nodes/Nodes/nodes-006-node-menu.json,nodes-006-node-menu.json,Nodes,none,6,RU 
Foundations,Docs-Topics,Node Code,104,Projects/Foundations/Schemas/Docs-Topics/N/Nodes/Nodes/nodes-005-node-code.json,nodes-005-node-code.json,Nodes,none,5,RU 
Foundations,Docs-Topics,Node Config,80,Projects/Foundations/Schemas/Docs-Topics/N/Nodes/Nodes/nodes-004-node-config.json,nodes-004-node-config.json,Nodes,none,4,RU 
Foundations,Docs-Topics,Alpha By @rico4dev,44,Projects/Foundations/Schemas/Docs-Topics/A/Alpha/Alpha-Data-Mine/alpha-data-mine-001-alpha-by-@rico4dev.json,alpha-data-mine-001-alpha-by-@rico4dev.json,Alpha Data Mine,none,1,
Foundations,Docs-Topics,Rate of Change (ROC) - Alpha Indicator,224,Projects/Foundations/Schemas/Docs-Topics/A/Alpha/Alpha-Data-Mine/alpha-data-mine-003-rate-of-change-roc-alpha-indicator.json,alpha-data-mine-003-rate-of-change-roc-alpha-indicator.json,Alpha Data Mine,none,3,
